TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
MIL,6,6,37.9,77,205,37.6,52.0,5.8999999999999995,18,32,56.3,32.0,59,173,34.1
NYK,9,9,25.0,89,192,46.400000000000006,64.60000000000001,3.5000000000000004,19,27,70.39999999999999,21.5,70,165,42.4
CLE,9,9,21.3,59,162,36.4,50.9,2.0,12,15,80.0,19.3,47,147,32.0
DEN,8,8,22.400000000000002,56,148,37.8,49.3,5.5,22,36,61.1,17.0,34,112,30.4
OKC,6,6,26.0,47,133,35.3,50.4,2.5,7,13,53.800000000000004,23.400000000000002,40,120,33.300000000000004
BOS,7,7,22.5,58,131,44.3,60.3,4.6,16,27,59.3,17.9,42,104,40.400000000000006
MIN,7,7,24.0,58,130,44.6,62.7,4.6,11,25,44.0,19.400000000000002,47,105,44.800000000000004
DAL,8,8,19.2,60,129,46.5,65.5,2.7,11,18,61.1,16.5,49,111,44.1
IND,9,9,16.8,57,129,44.2,59.699999999999996,3.5000000000000004,17,27,63.0,13.3,40,102,39.2
PHI,6,6,19.400000000000002,47,104,45.2,61.1,4.3,14,23,60.9,15.1,33,81,40.699999999999996
LAC,6,6,20.7,41,102,40.2,56.89999999999999,2.1999999999999997,7,11,63.6,18.5,34,91,37.4
ORL,7,7,18.0,39,102,38.2,50.0,4.6,15,26,57.699999999999996,13.4,24,76,31.6
LAL,5,5,22.400000000000002,35,102,34.300000000000004,46.6,3.9,10,18,55.60000000000001,18.4,25,84,29.799999999999997
NOP,4,4,29.9,42,98,42.9,61.199999999999996,3.4000000000000004,6,11,54.50000000000001,26.5,36,87,41.4
PHX,4,4,20.8,30,71,42.3,59.199999999999996,2.6,6,9,66.7,18.099999999999998,24,62,38.7
MIA,5,5,17.0,33,69,47.8,67.4,2.0,6,8,75.0,15.0,27,61,44.3
