PLAYER,TEAM,AGE,GP,G,FREQ%,FGM,FGA,FG%,EFG%,2FG FREQ%,2FGM,2FGA,2FG%,3FG FREQ%,3PM,3PA,3P%
Nikola Jokic,DEN,28,16,16,25.8,49,82,59.8,59.8,25.8,49,82,59.8,0.0,0,0,-
Zion Williamson,NOP,23,15,14,30.3,42,76,55.3,55.3,30.3,42,76,55.3,0.0,0,0,-
Anthony Davis,LAL,30,19,19,25.3,39,74,52.7,52.7,25.3,39,74,52.7,0.0,0,0,-
Giannis Antetokounmpo,MIL,28,18,17,21.1,47,72,65.3,65.3,21.1,47,72,65.3,0.0,0,0,-
Jaren Jackson Jr.,MEM,24,17,16,21.4,24,57,42.1,43.0,21.1,23,56,41.1,0.4,1,1,100
Domantas Sabonis,SAC,27,16,15,28.1,32,54,59.3,59.3,28.1,32,54,59.3,0.0,0,0,-
Nikola Vucevic,CHI,33,19,19,19.3,23,54,42.6,42.6,19.3,23,54,42.6,0.0,0,0,-
Cade Cunningham,DET,22,19,17,14.4,18,54,33.3,33.3,14.4,18,54,33.3,0.0,0,0,-
Ivica Zubac,LAC,26,18,18,36.8,25,53,47.2,47.2,36.8,25,53,47.2,0.0,0,0,-
Kyle Kuzma,WAS,28,18,18,15.1,28,52,53.8,53.8,15.1,28,52,53.8,0.0,0,0,-
Alperen Sengun,HOU,21,16,16,21.1,25,52,48.1,48.1,21.1,25,52,48.1,0.0,0,0,-
Franz Wagner,ORL,22,17,15,18.1,20,51,39.2,39.2,18.1,20,51,39.2,0.0,0,0,-
DeMar DeRozan,CHI,34,17,16,17.6,25,50,50.0,50.0,17.6,25,50,50.0,0.0,0,0,-
Paolo Banchero,ORL,21,17,17,20.5,22,50,44.0,44.0,20.5,22,50,44.0,0.0,0,0,-
Evan Mobley,CLE,22,19,19,21.4,24,49,49.0,49.0,21.4,24,49,49.0,0.0,0,0,-
Jerami Grant,POR,29,17,16,17.3,16,49,32.7,32.7,17.3,16,49,32.7,0.0,0,0,-
Tyrese Maxey,PHI,23,18,16,12.9,26,47,55.3,55.3,12.9,26,47,55.3,0.0,0,0,-
Joel Embiid,PHI,29,16,16,14.2,23,47,48.9,50.0,13.6,22,45,48.9,0.6,1,2,50.0
Pascal Siakam,TOR,29,18,17,16.3,25,46,54.3,54.3,16.3,25,46,54.3,0.0,0,0,-
Jimmy Butler,MIA,34,15,14,21.7,18,46,39.1,39.1,21.2,18,45,40.0,0.5,0,1,0.0
Karl-Anthony Towns,MIN,28,18,16,15.9,25,45,55.6,55.6,15.9,25,45,55.6,0.0,0,0,-
Jayson Tatum,BOS,25,18,17,12.7,24,45,53.3,53.3,12.4,24,44,54.5,0.3,0,1,0.0
Clint Capela,ATL,29,17,16,32.4,22,44,50.0,50.0,32.4,22,44,50.0,0.0,0,0,-
Jusuf Nurkic,PHX,29,18,15,29.3,19,44,43.2,43.2,29.3,19,44,43.2,0.0,0,0,-
Jaylen Brown,BOS,27,17,17,14.1,17,44,38.6,38.6,14.1,17,44,38.6,0.0,0,0,-
Shai Gilgeous-Alexander,OKC,25,16,15,13.0,21,43,48.8,48.8,13.0,21,43,48.8,0.0,0,0,-
Josh Giddey,OKC,21,17,16,21.0,13,42,31.0,31.0,21.0,13,42,31.0,0.0,0,0,-
Jakob Poeltl,TOR,28,18,18,31.5,30,41,73.2,73.2,31.5,30,41,73.2,0.0,0,0,-
Mark Williams,CHA,21,17,14,29.1,21,41,51.2,51.2,29.1,21,41,51.2,0.0,0,0,-
Victor Wembanyama,SAS,19,18,15,13.6,22,40,55.0,55.0,13.6,22,40,55.0,0.0,0,0,-
Jonas Valanciunas,NOP,31,19,16,21.5,18,39,46.2,46.2,21.5,18,39,46.2,0.0,0,0,-
Rudy Gobert,MIN,31,18,17,27.1,18,39,46.2,46.2,27.1,18,39,46.2,0.0,0,0,-
Anthony Edwards,MIN,22,17,14,11.5,17,39,43.6,43.6,11.5,17,39,43.6,0.0,0,0,-
Keldon Johnson,SAS,24,17,14,17.0,16,39,41.0,41.0,16.5,16,38,42.1,0.4,0,1,0.0
Jordan Clarkson,UTA,31,17,16,14.7,15,39,38.5,39.7,13.2,14,35,40.0,1.5,1,4,25.0
Shaedon Sharpe,POR,20,17,14,15.7,13,39,33.3,33.3,14.1,13,35,37.1,1.6,0,4,0.0
Jeremy Sochan,SAS,20,18,15,21.7,18,38,47.4,47.4,21.7,18,38,47.4,0.0,0,0,-
Tobias Harris,PHI,31,18,15,15.7,19,37,51.4,51.4,15.7,19,37,51.4,0.0,0,0,-
De'Aaron Fox,SAC,25,12,11,13.9,17,37,45.9,45.9,13.5,17,36,47.2,0.4,0,1,0.0
Julius Randle,NYK,29,18,16,11.7,12,37,32.4,32.4,11.7,12,37,32.4,0.0,0,0,-
Mitchell Robinson,NYK,25,18,16,41.4,16,36,44.4,44.4,41.4,16,36,44.4,0.0,0,0,-
Russell Westbrook,LAC,35,18,15,17.8,16,36,44.4,44.4,17.8,16,36,44.4,0.0,0,0,-
Dejounte Murray,ATL,27,17,15,12.6,15,36,41.7,43.1,12.3,14,35,40.0,0.4,1,1,100
Brandon Ingram,NOP,26,16,16,11.5,20,35,57.1,58.6,10.9,19,33,57.6,0.7,1,2,50.0
Kevin Durant,PHX,35,16,14,10.2,25,34,73.5,77.9,9.3,22,31,71.0,0.9,3,3,100
Zach Collins,SAS,26,18,16,18.1,20,34,58.8,58.8,18.1,20,34,58.8,0.0,0,0,-
John Collins,UTA,26,19,17,15.9,18,34,52.9,52.9,15.9,18,34,52.9,0.0,0,0,-
Scottie Barnes,TOR,22,18,16,12.3,13,34,38.2,38.2,12.3,13,34,38.2,0.0,0,0,-
LaMelo Ball,CHA,22,15,13,11.4,12,34,35.3,35.3,11.4,12,34,35.3,0.0,0,0,-
Paul George,LAC,33,18,16,10.1,15,33,45.5,45.5,10.1,15,33,45.5,0.0,0,0,-
LeBron James,LAL,38,19,16,10.2,19,32,59.4,59.4,10.2,19,32,59.4,0.0,0,0,-
Aaron Gordon,DEN,28,14,13,20.3,19,32,59.4,59.4,20.3,19,32,59.4,0.0,0,0,-
Mikal Bridges,BKN,27,18,14,10.4,16,32,50.0,50.0,10.4,16,32,50.0,0.0,0,0,-
Myles Turner,IND,27,17,14,15.9,16,32,50.0,50.0,15.9,16,32,50.0,0.0,0,0,-
Moritz Wagner,ORL,26,17,13,25.2,14,32,43.8,43.8,25.2,14,32,43.8,0.0,0,0,-
Damian Lillard,MIL,33,17,16,11.0,12,32,37.5,42.2,9.0,9,26,34.6,2.1,3,6,50.0
Bam Adebayo,MIA,26,16,14,12.3,17,31,54.8,54.8,12.3,17,31,54.8,0.0,0,0,-
Marvin Bagley III,DET,24,18,17,24.6,16,31,51.6,51.6,24.6,16,31,51.6,0.0,0,0,-
Bennedict Mathurin,IND,21,17,15,17.0,11,31,35.5,35.5,17.0,11,31,35.5,0.0,0,0,-
Jalen Green,HOU,21,16,12,12.8,11,31,35.5,35.5,12.8,11,31,35.5,0.0,0,0,-
Daniel Gafford,WAS,25,16,11,33.3,17,30,56.7,56.7,33.3,17,30,56.7,0.0,0,0,-
Bobby Portis,MIL,28,19,13,16.4,12,30,40.0,40.0,16.4,12,30,40.0,0.0,0,0,-
Ausar Thompson,DET,20,19,14,16.0,10,30,33.3,33.3,16.0,10,30,33.3,0.0,0,0,-
Chet Holmgren,OKC,21,17,13,14.0,20,29,69.0,69.0,14.0,20,29,69.0,0.0,0,0,-
Tyrese Haliburton,IND,23,16,14,10.2,18,29,62.1,62.1,10.2,18,29,62.1,0.0,0,0,-
Paul Reed,PHI,24,18,15,40.3,17,29,58.6,58.6,40.3,17,29,58.6,0.0,0,0,-
Jalen Williams,OKC,22,14,14,16.7,12,29,41.4,41.4,16.7,12,29,41.4,0.0,0,0,-
Jarrett Allen,CLE,25,14,13,25.7,16,28,57.1,57.1,25.7,16,28,57.1,0.0,0,0,-
Deandre Ayton,POR,25,16,14,17.4,14,28,50.0,50.0,17.4,14,28,50.0,0.0,0,0,-
Isaiah Stewart,DET,22,19,15,16.4,12,28,42.9,42.9,16.4,12,28,42.9,0.0,0,0,-
Jrue Holiday,BOS,33,16,12,15.8,9,28,32.1,32.1,15.8,9,28,32.1,0.0,0,0,-
Darius Garland,CLE,23,14,12,13.8,9,28,32.1,32.1,13.8,9,28,32.1,0.0,0,0,-
Dennis Schroder,TOR,30,18,15,11.8,8,28,28.6,28.6,11.8,8,28,28.6,0.0,0,0,-
Jalen Brunson,NYK,27,18,13,7.9,13,27,48.1,51.9,7.3,11,25,44.0,0.6,2,2,100
Christian Braun,DEN,22,17,13,21.3,12,27,44.4,44.4,21.3,12,27,44.4,0.0,0,0,-
Gordon Hayward,CHA,33,16,9,13.6,10,27,37.0,37.0,13.6,10,27,37.0,0.0,0,0,-
Reggie Jackson,DEN,33,17,15,15.8,10,27,37.0,37.0,15.8,10,27,37.0,0.0,0,0,-
Caris LeVert,CLE,29,16,12,12.7,7,27,25.9,27.8,12.2,6,26,23.1,0.5,1,1,100
Kyrie Irving,DAL,31,13,12,10.2,17,26,65.4,65.4,9.8,17,25,68.0,0.4,0,1,0.0
Cam Thomas,BKN,22,9,9,14.0,12,26,46.2,46.2,14.0,12,26,46.2,0.0,0,0,-
Kristaps Porzingis,BOS,28,15,10,14.0,20,25,80.0,80.0,14.0,20,25,80.0,0.0,0,0,-
Lauri Markkanen,UTA,26,15,13,9.9,14,25,56.0,56.0,9.5,14,24,58.3,0.4,0,1,0.0
Jaime Jaquez Jr.,MIA,22,19,14,14.4,13,25,52.0,52.0,14.4,13,25,52.0,0.0,0,0,-
Luka Doncic,DAL,24,16,13,6.9,16,24,66.7,66.7,6.9,16,24,66.7,0.0,0,0,-
