TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Boston Celtics,15,15,30.7,195,410,47.6,55.9,16.7,127,223,57.0,14.0,68,187,36.4
Los Angeles Lakers,14,14,28.0,165,371,44.5,54.6,12.6,90,167,53.9,15.4,75,204,36.8
Miami Heat,13,13,33.1,162,364,44.5,54.3,13.7,91,151,60.3,19.4,71,213,33.3
Golden State Warriors,13,13,29.9,139,354,39.3,47.5,13.5,81,160,50.6,16.4,58,194,29.9
Denver Nuggets,13,13,29.1,148,320,46.3,54.4,14.4,96,159,60.4,14.6,52,161,32.3
Philadelphia 76ers,11,11,31.3,115,281,40.9,52.1,11.9,52,107,48.6,19.4,63,174,36.2
New York Knicks,11,11,29.9,116,271,42.8,50.2,14.9,76,135,56.3,15.0,40,136,29.4
Phoenix Suns,11,11,26.9,120,262,45.8,53.8,14.9,78,145,53.8,12.0,42,117,35.9
Sacramento Kings,7,7,30.4,84,196,42.9,52.6,11.3,46,73,63.0,19.1,38,123,30.9
Memphis Grizzlies,6,6,33.1,70,180,38.9,46.1,15.4,44,84,52.4,17.6,26,96,27.1
Milwaukee Bucks,5,5,39.0,85,175,48.6,58.9,20.7,49,93,52.7,18.3,36,82,43.9
Atlanta Hawks,6,6,30.3,85,164,51.8,62.8,13.9,49,75,65.3,16.5,36,89,40.4
Cleveland Cavaliers,5,5,34.6,56,145,38.6,43.8,19.3,41,81,50.6,15.3,15,64,23.4
Minnesota Timberwolves,5,5,27.6,49,121,40.5,50.0,13.2,26,58,44.8,14.4,23,63,36.5
LA Clippers,5,5,26.1,59,113,52.2,60.2,17.3,41,75,54.7,8.8,18,38,47.4
Brooklyn Nets,4,4,28.1,47,96,49.0,56.3,14.0,33,48,68.8,14.0,14,48,29.2
