TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Boston Celtics,16,16,22.8,145,324,44.8,61.3,3.8,38,54,70.4,19.0,107,270,39.6
Los Angeles Lakers,15,15,22.4,118,316,37.3,53.3,1.9,17,27,63.0,20.5,101,289,34.9
Golden State Warriors,13,13,23.0,111,272,40.8,55.3,4.5,32,53,60.4,18.5,79,219,36.1
Miami Heat,14,14,20.5,95,246,38.6,53.5,2.9,22,35,62.9,17.6,73,211,34.6
Denver Nuggets,14,14,19.0,92,225,40.9,54.7,4.4,30,52,57.7,14.6,62,173,35.8
Philadelphia 76ers,11,11,22.0,79,197,40.1,56.3,2.7,15,24,62.5,19.3,64,173,37.0
Phoenix Suns,11,11,20.1,83,196,42.3,58.2,3.5,21,34,61.8,16.6,62,162,38.3
New York Knicks,11,11,19.7,72,179,40.2,57.0,2.2,12,20,60.0,17.5,60,159,37.7
Atlanta Hawks,6,6,25.3,67,137,48.9,66.8,5.4,18,29,62.1,20.0,49,108,45.4
Memphis Grizzlies,6,6,20.6,47,112,42.0,58.0,2.9,11,16,68.8,17.6,36,96,37.5
Sacramento Kings,7,7,17.1,46,110,41.8,56.8,2.5,13,16,81.3,14.6,33,94,35.1
Minnesota Timberwolves,5,5,19.8,38,87,43.7,59.2,4.1,11,18,61.1,15.7,27,69,39.1
LA Clippers,5,5,19.6,41,85,48.2,60.0,7.2,21,31,67.7,12.5,20,54,37.0
Brooklyn Nets,4,4,23.1,41,79,51.9,74.7,2.9,5,10,50.0,20.2,36,69,52.2
Cleveland Cavaliers,5,5,17.9,27,75,36.0,50.7,1.4,5,6,83.3,16.5,22,69,31.9
Milwaukee Bucks,5,5,16.3,38,73,52.1,67.1,4.7,16,21,76.2,11.6,22,52,42.3
