GameId,Date,HomeTeamId,AwayTeamId,HomePoints,AwayPoints,HomePossessions,AwayPossessions,HomeTeamAbbreviation,AwayTeamAbbreviation
0022300061,2023-10-24,1610612743,1610612747,119,107,95,94,DEN,LAL
0022300062,2023-10-24,1610612744,1610612756,104,108,101,99,GSW,PHX
0022300063,2023-10-25,1610612766,1610612737,116,110,103,104,CHA,ATL
0022300064,2023-10-25,1610612754,1610612764,143,120,109,110,IND,WAS
0022300065,2023-10-25,1610612752,1610612738,104,108,96,95,NYK,BOS
0022300066,2023-10-25,1610612753,1610612745,116,86,94,95,ORL,HOU
0022300067,2023-10-25,1610612751,1610612739,113,114,98,99,BKN,CLE
0022300068,2023-10-25,1610612748,1610612765,103,102,95,94,MIA,DET
0022300069,2023-10-25,1610612761,1610612750,97,94,99,100,TOR,MIN
0022300070,2023-10-25,1610612741,1610612760,104,124,99,99,CHI,OKC
0022300071,2023-10-25,1610612763,1610612740,104,111,102,103,MEM,NOP
0022300072,2023-10-25,1610612762,1610612758,114,130,104,105,UTA,SAC
0022300073,2023-10-25,1610612759,1610612742,119,126,107,106,SAS,DAL
0022300074,2023-10-25,1610612746,1610612757,123,111,99,98,LAC,POR
0022300075,2023-10-26,1610612749,1610612755,118,117,104,103,MIL,PHI
0022300076,2023-10-26,1610612747,1610612756,100,95,103,103,LAL,PHX
0022300077,2023-10-27,1610612766,1610612765,99,111,105,106,CHA,DET
0022300078,2023-10-27,1610612763,1610612743,104,108,102,101,MEM,DEN
0022300079,2023-10-27,1610612737,1610612752,120,126,103,105,ATL,NYK
0022300080,2023-10-27,1610612738,1610612748,119,111,99,99,BOS,MIA
0022300081,2023-10-27,1610612739,1610612760,105,108,105,103,CLE,OKC
0022300082,2023-10-27,1610612741,1610612761,104,103,107,106,CHI,TOR
0022300083,2023-10-27,1610612759,1610612745,126,122,108,110,SAS,HOU
0022300084,2023-10-27,1610612742,1610612751,125,120,100,100,DAL,BKN
0022300085,2023-10-27,1610612762,1610612746,120,118,99,99,UTA,LAC
0022300086,2023-10-27,1610612757,1610612753,97,102,95,95,POR,ORL
0022300087,2023-10-27,1610612758,1610612744,114,122,103,104,SAC,GSW
0022300088,2023-10-28,1610612765,1610612741,118,102,92,92,DET,CHI
0022300089,2023-10-28,1610612764,1610612763,113,106,103,102,WAS,MEM
0022300090,2023-10-28,1610612740,1610612752,96,87,99,99,NOP,NYK
0022300091,2023-10-28,1610612739,1610612754,113,125,98,98,CLE,IND
0022300092,2023-10-28,1610612761,1610612755,107,114,92,93,TOR,PHI
0022300093,2023-10-28,1610612750,1610612748,106,90,98,98,MIN,MIA
0022300094,2023-10-28,1610612756,1610612762,126,104,100,99,PHX,UTA
0022300095,2023-10-29,1610612760,1610612743,95,128,95,95,OKC,DEN
0022300096,2023-10-29,1610612745,1610612744,95,106,93,93,HOU,GSW
0022300097,2023-10-29,1610612749,1610612737,110,127,102,102,MIL,ATL
0022300098,2023-10-29,1610612755,1610612757,126,98,102,102,PHI,POR
0022300099,2023-10-29,1610612746,1610612759,123,83,103,102,LAC,SAS
0022300100,2023-10-29,1610612758,1610612747,132,127,113,112,SAC,LAL
0022300101,2023-10-30,1610612766,1610612751,121,133,105,104,CHA,BKN
0022300102,2023-10-30,1610612754,1610612741,105,112,102,102,IND,CHI
0022300103,2023-10-30,1610612764,1610612738,107,126,102,104,WAS,BOS
0022300104,2023-10-30,1610612737,1610612750,127,113,97,99,ATL,MIN
0022300105,2023-10-30,1610612761,1610612757,91,99,92,93,TOR,POR
0022300106,2023-10-30,1610612763,1610612742,110,125,100,101,MEM,DAL
0022300107,2023-10-30,1610612749,1610612748,122,114,103,102,MIL,MIA
0022300108,2023-10-30,1610612740,1610612744,102,130,100,100,NOP,GSW
0022300109,2023-10-30,1610612760,1610612765,124,112,103,102,OKC,DET
0022300110,2023-10-30,1610612743,1610612762,110,102,98,97,DEN,UTA
0022300111,2023-10-30,1610612747,1610612753,106,103,98,99,LAL,ORL
0022300112,2023-10-31,1610612739,1610612752,91,109,95,95,CLE,NYK
0022300113,2023-10-31,1610612756,1610612759,114,115,99,99,PHX,SAS
0022300114,2023-10-31,1610612746,1610612753,118,102,105,103,LAC,ORL
0022300115,2023-11-01,1610612765,1610612757,101,110,104,105,DET,POR
0022300116,2023-11-01,1610612761,1610612749,130,111,97,96,TOR,MIL
0022300117,2023-11-01,1610612737,1610612764,130,121,110,110,ATL,WAS
0022300118,2023-11-01,1610612738,1610612754,155,104,107,106,BOS,IND
0022300119,2023-11-01,1610612748,1610612751,105,109,102,100,MIA,BKN
0022300120,2023-11-01,1610612752,1610612739,89,95,94,94,NYK,CLE
0022300121,2023-11-01,1610612760,1610612740,106,110,103,102,OKC,NOP
0022300122,2023-11-01,1610612745,1610612766,128,119,101,101,HOU,CHA
0022300123,2023-11-01,1610612750,1610612743,110,89,98,97,MIN,DEN
0022300124,2023-11-01,1610612742,1610612741,114,105,94,94,DAL,CHI
0022300125,2023-11-01,1610612762,1610612763,133,109,107,108,UTA,MEM
0022300126,2023-11-01,1610612744,1610612758,102,101,96,95,GSW,SAC
0022300127,2023-11-01,1610612747,1610612746,130,125,109,108,LAL,LAC
0022300128,2023-11-02,1610612755,1610612761,114,99,96,95,PHI,TOR
0022300129,2023-11-02,1610612740,1610612765,125,116,99,99,NOP,DET
0022300130,2023-11-02,1610612762,1610612753,113,115,105,105,UTA,ORL
0022300131,2023-11-02,1610612756,1610612759,121,132,99,100,PHX,SAS
0022300001,2023-11-03,1610612754,1610612739,121,116,102,101,IND,CLE
0022300002,2023-11-03,1610612749,1610612752,110,105,99,99,MIL,NYK
0022300003,2023-11-03,1610612748,1610612764,121,114,101,101,MIA,WAS
0022300004,2023-11-03,1610612741,1610612751,107,109,95,93,CHI,BKN
0022300005,2023-11-03,1610612760,1610612744,139,141,104,103,OKC,GSW
0022300006,2023-11-03,1610612743,1610612742,125,114,97,96,DEN,DAL
0022300007,2023-11-03,1610612757,1610612763,115,113,106,106,POR,MEM
0022300132,2023-11-04,1610612755,1610612756,112,100,98,98,PHI,PHX
0022300133,2023-11-04,1610612754,1610612766,124,125,99,98,IND,CHA
0022300134,2023-11-04,1610612753,1610612747,120,101,97,96,ORL,LAL
0022300135,2023-11-04,1610612740,1610612737,105,123,94,95,NOP,ATL
0022300136,2023-11-04,1610612751,1610612738,114,124,99,100,BKN,BOS
0022300137,2023-11-04,1610612745,1610612758,107,89,94,94,HOU,SAC
0022300138,2023-11-04,1610612750,1610612762,123,95,95,96,MIN,UTA
