TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Cleveland Cavaliers,12,291,23.7,0.98,286,115,239,48.1,55.0,6.2,13.1,5.2,1.4,44.0,66.7
New York Knicks,13,273,19.3,0.92,252,87,217,40.1,44.9,14.3,8.4,12.8,2.2,42.9,46.7
Indiana Pacers,14,259,17.4,0.93,240,99,207,47.8,53.4,5.0,16.2,3.9,1.2,42.1,53.3
Dallas Mavericks,12,230,18.1,0.92,212,73,174,42.0,47.1,14.3,13.5,13.0,3.5,41.7,40.0
Minnesota Timberwolves,11,169,14.7,0.93,157,59,127,46.5,53.5,8.3,17.8,6.5,1.2,41.4,60.0
Denver Nuggets,12,182,14.7,0.85,155,66,152,43.4,45.7,6.0,12.1,4.9,1.6,40.7,33.3
Boston Celtics,11,153,13.5,1.01,154,52,116,44.8,55.6,10.5,15.7,9.8,2.0,41.8,86.7
Oklahoma City Thunder,10,154,14.7,0.85,131,52,120,43.3,46.3,8.4,14.3,7.8,0.6,41.6,26.7
Orlando Magic,7,156,20.5,0.84,131,50,111,45.0,49.1,10.9,18.6,9.0,0.6,41.0,20.0
Milwaukee Bucks,6,107,17.0,1.08,116,40,90,44.4,52.8,10.3,8.4,9.3,2.8,44.9,100.0
Los Angeles Lakers,5,85,16.6,0.99,84,32,63,50.8,57.1,11.8,16.5,10.6,2.4,45.9,80.0
Miami Heat,5,97,20.2,0.84,81,32,79,40.5,46.8,5.2,14.4,4.1,1.0,37.1,13.3
Phoenix Suns,4,70,17.0,1.04,73,24,49,49.0,54.1,15.7,14.3,8.6,0.0,50.0,93.3
Philadelphia 76ers,6,92,14.6,0.75,69,26,75,34.7,40.0,6.5,14.1,4.3,2.2,32.6,0.0
LA Clippers,6,64,10.3,0.98,63,20,43,46.5,58.1,12.5,21.9,9.4,1.6,42.2,73.3
New Orleans Pelicans,4,78,17.9,0.78,61,23,60,38.3,40.8,7.7,15.4,7.7,0.0,37.2,6.7
